CM_Delete_PowerScheme,2
CM_Delete_Range,4
CMDeleteTransform,1
CM_Detect_Resource_Conflict,6
CM_Detect_Resource_Conflict_Ex,7
CM_Disable_DevNode,2
CM_Disable_DevNode_Ex,3
CM_Disconnect_Machine,1
CM_Duplicate_PowerScheme,3
CM_Dup_Range_List,3
CM_Enable_DevNode,2
CM_Enable_DevNode_Ex,3
CM_Enumerate_Classes,3
CM_Enumerate_Classes_Ex,4
CM_Enumerate_Enumerators,4
CM_Enumerate_Enumerators_Ex,5
CM_Find_Range,7
CM_First_Range,5
CmFree,1
CM_Free_Log_Conf,2
CM_Free_Log_Conf_Ex,3
CM_Free_Log_Conf_Handle,1
CM_Free_Range_List,2
CM_Free_Res_Des,3
CM_Free_Res_Des_Ex,4
CM_Free_Res_Des_Handle,1
CM_Free_Resource_Conflict_Handle,1
CmGetBoundTransaction,2
CmGetCallbackVersion,2
CM_Get_Child,3
CM_Get_Child_Ex,4
CM_Get_Class_Key_Name,4
CM_Get_Class_Key_Name_Ex,5
CM_Get_Class_Name,4
CM_Get_Class_Name_Ex,5
CM_Get_Class_Property_ExW,7
CM_Get_Class_Property_Keys,4
CM_Get_Class_Property_Keys_Ex,5
CM_Get_Class_PropertyW,6
